finish,start,car_number,driver,car_name/entrant,make_model,status,laps,LED,winnings,year
1,10,6,Gil de Ferran,Marlboro Team Penske,Panoz G Force/Toyota,156.291,200,31,"$1,353,265",2003
2,1,3,Helio Castroneves,Marlboro Team Penske,Dallara/Toyota,156.287,200,58,"$739,665",2003
3,2,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,156.274,200,2,"$486,465",2003
4,12,10,Tomas Scheckter,Target Chip Ganassi Racing,Panoz G Force/Toyota,156.268,200,63,"$448,415",2003
5,7,12,Tora Takagi,Pioneer Mo Nunn Racing,Panoz G Force/Toyota,156.264,200,2,"$363,515",2003
6,25,20,Alex Barron,Meijer Mo Nunn Racing,Panoz G Force/Toyota,156.209,200,0,"$297,265",2003
7,8,32,Tony Renna,Cure Autism Now/HomeMed,Dallara/Toyota,156.189,200,0,"$206,315",2003
8,14,13,Greg Ray,TrimSpa,Panoz G Force/Honda,156.134,200,0,"$299,065",2003
9,17,31,Al Unser Jr.,Corteco,Dallara/Toyota,156.055,200,0,"$296,565",2003
10,11,55,Roger Yasukawa,Panasonic ARTA,Dallara/Honda,155.32,199,0,"$288,815",2003
11,19,52,Buddy Rice,Red Bull Cheever Racing,Dallara/Chevrolet,Running,199,0,"$323,315",2003
12,26,22,Vitor Meira,Metabolife/Johns Manville/Menards,Dallara/Chevrolet,Running,199,0,"$192,315",2003
13,32,18,Jimmy Kite,Denny Hecker's Auto Connection,Dallara/Chevrolet,Running,197,0,"$273,565",2003
14,15,54,Shinji Nakano,Beard Papa's,Dallara/Honda,Running,196,0,"$269,315",2003
15,18,4,Sam Hornish Jr.,Pennzoil Panther,Dallara/Chevrolet,Engine,195,0,"$271,065",2003
16,6,15,Kenny Brack,Rahal/Letterman/Miller Lite/Pioneer,Dallara/Honda,Running,195,0,"$271,065",2003
17,4,9,Scott Dixon,Target Chip Ganassi Racing,Panoz G Force/Toyota,Accident,191,15,"$304,315",2003
18,23,14,A.J. Foyt IV,Conseco/A.J. Foyt Racing,Dallara/Toyota,Running,189,0,"$264,315",2003
19,5,26,Dan Wheldon,Klein Tools/Jim Beam,Dallara/Honda,Accident,186,0,"$161,815",2003
20,9,8,Scott Sharp,Delphi,Dallara/Toyota,Accident,181,0,"$257,815",2003
21,21,91,Buddy Lazier,Victory Brand/Delta Faucet/Life Fitness,Dallara/Chevrolet,Engine,171,0,"$276,065",2003
22,3,27,Robby Gordon,Archipelago/Motorola,Dallara/Honda,Gearbox,169,0,"$256,250",2003
23,22,24,Robbie Buhl,Purex/Aventis/Dreyer & Reinbold,Dallara/Chevrolet,Engine,147,0,"$252,065",2003
24,33,41,Airton Daré,Conseco A.J. Foyt Racing,Panoz G Force/Toyota,Accident,125,0,"$166,065",2003
25,31,44,Robby McGehee,Pedigo Chevrolet Panther Racing,Dallara/Chevrolet,Steering,125,0,"$151,565",2003
26,27,19,Jimmy Vasser,Argent Rahal/Letterman Racing,Dallara/Honda,Gearbox,102,1,"$161,265",2003
27,13,7,Michael Andretti,Team 7-Eleven,Dallara/Honda,Throttle linkage,94,28,"$259,415",2003
28,28,99,Richie Hearn,Contour Hardening/Curb Agajanian/SSM,Panoz G Force/Toyota,Accident,61,0,"$142,565",2003
29,20,2,Jaques Lazier,Menards/Johns Manville,Dallara/Chevrolet,Accident,61,0,"$240,315",2003
30,30,5,Shigeaki Hattori,Epson/A.J. Foyt Racing,Dallara/Toyota,Fuel System,19,0,"$240,065",2003
31,24,23,Sarah Fisher,AOL/GMAC/Raybestos/DRR,Dallara/Chevrolet,Engine/accident,14,0,"$244,065",2003
32,29,98,Billy Boat,Pedigo Chevrolet Panther Racing,Dallara/Chevrolet,Engine,7,0,"$139,065",2003
33,16,21,Felipe Giaffone,Hollywood Mo Nunn Racing,Panoz G Force/Toyota,Electrical,6,0,"$242,815",2003
1,1,15,Buddy Rice,Rahal-Letterman Argent/Pioneer,Panoz G Force/Honda,138.518,180,91,"$1,761,740",2004
2,5,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,138.516,180,28,"$659,240",2004
3,2,26,Dan Wheldon,Klein Tools/Jim Beam,Dallara/Honda,138.491,180,26,"$533,040",2004
4,23,7,Bryan Herta,XM Satellite Radio,Dallara/Honda,138.489,180,3,"$366,440",2004
5,4,36,Bruno Junqueira,PacifiCare/Secure Horizons,Panoz G Force/Honda,138.474,180,16,"$296,240",2004
6,7,17,Vitor Meira,Rahal-Letterman Team Centrix,Panoz G Force/Honda,138.463,180,0,"$301,240",2004
7,6,5,Adrian Fernandez,Quaker State Telmex Tecate,Panoz G Force/Honda,138.459,180,3,"$294,740",2004
8,13,1,Scott Dixon,Target Chip Ganassi Racing,Panoz G Force/Toyota,138.431,180,0,"$283,740",2004
9,8,3,Helio Castroneves,Marlboro Team Penske,Dallara/Toyota,138.414,180,0,"$311,990",2004
10,12,16,Roger Yasukawa,Rahal-Letterman Racing Sammy,Panoz G Force/Honda,138.401,180,0,"$261,740",2004
11,9,55,Kosuke Matsuura,Panasonic ARTA,Panoz G Force/Honda,138.386,180,0,"$294,740",2004
12,24,51,Alex Barron,Red Bull Cheever Racing,Dallara/Chevrolet,138.325,180,3,"$269,240",2004
13,20,8,Scott Sharp,Delphi,Dallara/Toyota,138.309,180,0,"$253,990",2004
14,3,27,Dario Franchitti,Arca/Ex,Dallara/Honda,138.297,180,1,"$255,740",2004
15,25,24,Felipe Giaffone,Team Purex/Dreyer & Reinbold,Dallara/Chevrolet,Running,179,0,"$249,490",2004
16,29,21,Jeff Simmons,Pioneer Mo Nunn Racing,Dallara/Toyota,Running,179,0,"$224,990",2004
17,17,20,Al Unser Jr.,Patrick Racing,Dallara/Chevrolet,Running,179,0,"$220,740",2004
18,10,4,Tomas Scheckter,Pennzoil Panther,Dallara/Chevrolet,Running,179,0,"$234,240",2004
19,26,12,Tora Takagi,Pioneer Mo Nunn Racing,Dallara/Toyota,Running,179,0,"$230,740",2004
20,30,33,Richie Hearn,Lucas Oil Products/Sam Schmidt,Panoz G Force/Toyota,Running,178,0,"$207,740",2004
21,19,39,Sarah Fisher,Bryant Heating & Cooling/Cure Autism Now,Dallara/Toyota,Running,177,0,"$208,740",2004
22,33,18,Robby McGehee,Burger King Angus Steak Burger PDM,Dallara/Chevrolet,Running,177,0,"$202,740",2004
23,28,91,Buddy Lazier,LifeFitness DRR/Hemelgarn Racing,Dallara/Chevrolet,Fuel system,164,0,"$212,240",2004
24,32,25,Marty Roth,Roth Racing,Dallara/Toyota,Accident,128,0,"$203,990",2004
25,15,10,Darren Manning,Target Chip Ganassi Racing,G Force/Toyota,Accident,104,0,"$227,490",2004
26,11,6,Sam Hornish Jr.,Marlboro Team Penske,Dallara/Toyota,Accident,104,9,"$223,240",2004
27,27,13,Greg Ray,Access Motorsports,G Force/Honda,Accident,98,0,"$239,735",2004
28,31,98,PJ Jones,CURB Records,Dallara/Chevrolet,Accident,92,0,"$195,490",2004
29,18,70,Robby Gordon,Meijer/Coca-Cola Robby Gordon,Dallara/Chevrolet,Mechanical,88,0,"$192,420",2004
30,14,2,Mark Taylor,Menards/Johns Manville Racing,Dallara/Chevrolet,Accident,62,0,"$211,990",2004
31,16,52,Ed Carpenter,Red Bull Cheever Racing,Dallara/Chevrolet,Accident,62,0,"$212,485",2004
32,22,41,Larry Foyt,A.J. Foyt Racing,G Force/Toyota,Accident,54,0,"$192,485",2004
33,21,14,A.J. Foyt IV,Conseco/A.J. Foyt Racing,Dallara/Toyota,Handling,26,0,"$215,735",2004
1,16,26,Dan Wheldon,Klein Tools/Jim Beam,Dallara/Honda,157.603,200,30,"$1,537,805",2005
2,7,17,Vitor Meira,Rahal Letterman Menards Johns Manville,Panoz/Honda,157.602,200,3,"$656,955",2005
3,18,7,Bryan Herta,XM Satellite Radio,Dallara/Honda,157.601,200,0,"$457,505",2005
4,4,16,Danica Patrick,Rahal Letterman Racing Argent Pioneer,Panoz/Honda,157.541,200,19,"$378,855",2005
5,9,95,Buddy Lazier,Panther/Jonathan Byrd's/ESPN 950 AM,Dallara/Chevrolet,157.537,200,0,"$288,805",2005
6,6,27,Dario Franchitti,ArcaEx,Dallara/Honda,157.532,200,15,"$309,055",2005
7,3,8,Scott Sharp,Delphi,Panoz/Honda,157.526,200,0,"$295,305",2005
8,1,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,157.516,200,54,"$467,105",2005
9,5,3,Helio Castroneves,Marlboro Team Penske,Dallara/Toyota,157.496,200,0,"$277,805",2005
10,24,33,Ryan Briscoe,Target Chip Ganassi Racing,Panoz/Toyota,Running,199,0,"$273,555",2005
11,26,20,Ed Carpenter,Vision Racing,Dallara/Toyota,Running,199,0,"$258,305",2005
12,15,37,Sebastien Bourdais,Newman Haas Racing Team Centrix,Panoz/Honda,Accident,198,0,"$234,555",2005
13,22,51,Alex Barron,Red Bull Cheever Racing,Dallara/Toyota,Running,197,0,"$254,805",2005
14,14,5,Adrian Fernandez,Investment Properties of America,Panoz/Honda,Running,197,0,"$226,305",2005
15,33,48,Felipe Giaffone,A.J. Foyt Racing,Panoz/Toyota,Running,194,0,"$247,305",2005
16,27,21,Jaques Lazier,Playa Del Racing,Panoz/Toyota,Running,189,0,"$219,305",2005
17,8,55,Kosuke Matsuura,Panasonic ARTA,Panoz/Honda,Accident,186,0,"$236,305",2005
18,17,24,Roger Yasukawa,Dreyer & Reinbold Racing,Dallara/Honda,Mechanical,167,0,"$233,305",2005
19,10,2,Tomas Enge,ROCKSTAR Panther Racing,Dallara/Chevrolet,Accident,155,0,"$232,055",2005
20,11,4,Tomas Scheckter,Pennzoil Panther,Dallara/Chevrolet,Accident,154,0,"$257,305",2005
21,25,83,Patrick Carpentier,Red Bull Cheever Racing,Dallara/Toyota,Mechanical,153,0,"$231,055",2005
22,21,44,Jeff Bucknum,Investment Properties of America,Dallara/Honda,Accident,150,0,"$222,555",2005
23,2,6,Sam Hornish Jr.,Marlboro Team Penske,Dallara/Toyota,Accident,146,77,"$391,455",2005
24,13,9,Scott Dixon,Target Chip Ganassi Racing,Panoz/Toyota,Accident,113,0,"$225,805",2005
25,20,70,Richie Hearn,Meijer/Coca-Cola Racing Special,Panoz/Chevrolet,Accident,112,0,"$202,305",2005
26,23,15,Kenny Brack,Rahal Letterman Racing Argent Pioneer,Panoz/Honda,Mechanical,92,0,"$275,805",2005
27,31,22,Jeff Ward,Vision Racing,Dallara/Toyota,Handling,92,0,"$194,805",2005
28,28,14,A.J. Foyt IV,A.J. Foyt Racing,Dallara/Toyota,Handling,84,0,"$218,805",2005
29,19,10,Darren Manning,Target Chip Ganassi Racing,Panoz/Toyota,Mechanical,82,0,"$212,805",2005
30,12,36,Bruno Junqueira,Newman Haas Racing Team Centrix,Panoz/Honda,Accident,76,2,"$192,205",2005
31,29,25,Marty Roth,Roth Racing/PDM Racing,Dallara/Chevrolet,Handling,47,0,"$195,305",2005
32,32,91,Jimmy Kite,Ethanol Hemelgarn Racing,Dallara/Toyota,Handling,47,0,"$210,305",2005
33,30,41,Larry Foyt,ABC Supply Co.,Dallara/Toyota,Accident,14,0,"$189,305",2005
1,1,6,Sam Hornish Jr.,Marlboro Team Penske,Dallara/Honda,157.085,200,19,"$1,744,855",2006
2,9,26,Marco Andretti,NYSE Group,Dallara/Honda,157.084,200,2,"$688,505",2006
3,13,1,Michael Andretti,Jim Beam/Vonage,Dallara/Honda,157.071,200,4,"$455,105",2006
4,3,10,Dan Wheldon,Target Chip Ganassi Racing,Dallara/Honda,157.068,200,148,"$571,405",2006
5,5,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,157.063,200,12,"$340,405",2006
6,4,9,Scott Dixon,Target Chip Ganassi Racing,Dallara/Honda,157.043,200,6,"$361,005",2006
7,17,27,Dario Franchitti,Klein Tools/Canadian Club,Dallara/Honda,157.008,200,0,"$307,905",2006
8,10,16,Danica Patrick,Rahal Letterman Racing Team Argent,Panoz/Honda,157.007,200,0,"$285,805",2006
9,8,8,Scott Sharp,Delphi,Dallara/Honda,156.933,200,0,"$283,805",2006
10,6,4,Vitor Meira,Harrah's Panther,Dallara/Honda,156.839,200,0,"$267,705",2006
11,12,20,Ed Carpenter,Vision Racing,Dallara/Honda,Running,199,0,"$264,805",2006
12,25,5,Buddy Lazier,Dreyer & Reinbold Racing,Dallara/Honda,Running,199,0,"$274,805",2006
13,19,51,Eddie Cheever Jr.,Cheever Racing,Dallara/Honda,Running,198,0,"$255,805",2006
14,18,52,Max Papis,Cheever Racing,Dallara/Honda,Running,197,0,"$229,305",2006
15,7,55,Kosuke Matsuura,Panasonic ARTA,Dallara/Honda,Running,196,0,"$247,805",2006
16,28,12,Roger Yasukawa,Playa Del Racing,Panoz/Honda,Running,194,0,"$228,805",2006
17,24,21,Jaques Lazier,Playa Del Racing,Panoz/Honda,Running,193,0,"$219,305",2006
18,29,88,Airton Daré,OCTANE Motors/Sanitec/SSM,Panoz/Honda,Running,193,0,"$216,805",2006
19,32,98,PJ Jones,CURB Records,Panoz/Honda,Running,189,0,"$214,305",2006
20,16,7,Bryan Herta,XM Satellite Radio,Dallara/Honda,Running,188,0,"$234,805",2006
21,21,14,Felipe Giaffone,ABC Supply Co./A.J. Foyt Racing,Dallara/Honda,Accident,177,0,"$227,305",2006
22,15,90,Townsend Bell,Rock & Republic,Dallara/Honda,Suspension,161,0,"$204,555",2006
23,26,17,Jeff Simmons,Rahal Letterman Racing Team Ethanol,Panoz/Honda,Accident,152,0,"$222,305",2006
24,27,31,Al Unser Jr.,A1 Team USA Geico Dreyer & Reinbold,Dallara/Honda,Accident,145,0,"$200,305",2006
25,2,3,Helio Castroneves,Marlboro Team Penske,Dallara/Honda,Accident,109,9,"$290,355",2006
26,14,15,Buddy Rice,Rahal Letterman Racing Team Argent,Panoz/Honda,Accident,108,0,"$224,805",2006
27,11,2,Tomas Scheckter,Vision Racing,Dallara/Honda,Accident,65,0,"$215,305",2006
28,31,61,Arie Luyendyk Jr.,CheapCaribbean.com/Blue Star Jets,Panoz/Honda,Handling,54,0,"$196,055",2006
29,30,97,Stephan Gregoire,Effen Vodka Team Leader Special,Panoz/Honda,Handling,49,0,"$193,305",2006
30,23,41,Larry Foyt,AJ Foyt Racing,Dallara/Honda,Handling,43,0,"$192,305",2006
31,33,18,Thiago Medeiros,PDM Racing,Panoz/Honda,Electrical,24,0,"$227,555",2006
32,22,92,Jeff Bucknum,Life Fitness,Dallara/Honda,Accident,1,0,"$193,805",2006
33,20,91,P.J. Chesson,Carmelo Hemelgarn Racing,Dallara/Honda,Accident,1,0,"$211,555",2006
1,3,27,Dario Franchitti,Canadian Club,Dallara/Honda,151.774,166,34,"$1,645,233",2007
2,4,9,Scott Dixon,Target Chip Ganassi Racing,Dallara/Honda,151.769,166,11,"$719,067",2007
3,1,3,Helio Castroneves,Team Penske,Dallara/Honda,151.746,166,19,"$646,303",2007
4,5,6,Sam Hornish Jr.,Team Penske,Dallara/Honda,151.703,166,2,"$360,389",2007
5,7,12,Ryan Briscoe,Symantec Luczo Dragon Racing,Dallara/Honda,151.649,166,0,"$302,305",2007
6,12,8,Scott Sharp,Patron Sharp Rahal Letterman,Dallara/Honda,151.63,166,0,"$368,305",2007
7,10,2,Tomas Scheckter,Vision Racing,Dallara/Honda,151.599,166,0,"$304,105",2007
8,8,7,Danica Patrick,Motorola,Dallara/Honda,151.537,166,0,"$298,005",2007
9,20,2,Davey Hamilton,HP Vision Racing,Dallara/Honda,151.502,166,0,"$268,905",2007
10,19,4,Vitor Meira,Delphi Panther,Dallara/Honda,151.471,166,0,"$280,305",2007
11,13,17,Jeff Simmons,Rahal Letterman Racing Team Ethanol,Dallara/Honda,151.445,166,1,"$278,347",2007
12,2,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,151.235,166,83,"$414,319",2007
13,11,39,Michael Andretti,Motorola/Jim Beam,Dallara/Honda,150.489,166,1,"$238,247",2007
14,18,22,A.J. Foyt IV,Vision Racing,Dallara/Honda,Running,165,0,"$252,305",2007
15,26,98,Alex Barron,Lenovo/CURB Records,Dallara/Honda,Running,165,0,"$249,305",2007
16,17,55,Kosuke Matsuura,Panasonic Panther,Dallara/Honda,Running,165,0,"$245,305",2007
17,14,20,Ed Carpenter,Hitachi Power Tools Vision Racing,Dallara/Honda,Accident,164,0,"$246,305",2007
18,21,5,Sarah Fisher,Dreyer & Reinbold Racing,Dallara/Honda,Running,164,0,"$238,305",2007
19,22,99,Buddy Lazier,Sam Schmidt Motorsports,Dallara/Honda,Running,164,0,"$216,805",2007
20,15,14,Darren Manning, ABC Supply Co./AJ Foyt Racing,Dallara/Honda,Running,164,0,"$232,305",2007
21,23,24,Roger Yasukawa,Wellman Corbier/DRR,Dallara/Honda,Running,164,0,"$234,305",2007
22,6,10,Dan Wheldon,Target Chip Ganassi Racing,Dallara/Honda,Accident,163,0,"$231,805",2007
23,32,91,Richie Hearn,Hemelgarn/Racing Professionals,Dallara/Honda,Running,163,0,"$224,305",2007
24,9,26,Marco Andretti,NYSE Group,Dallara/Honda,Accident,162,13,"$229,351",2007
25,16,15,Buddy Rice,A1TeamUSA/DRR,Dallara/Honda,Accident,162,0,"$222,805",2007
26,25,50,Al Unser Jr.,AJ Foyt Racing,Dallara/Honda,Running,161,0,"$205,805",2007
27,28,21,Jaques Lazier,Indiana Ice / Venture Logistics,Panoz/Honda,Accident,155,2,"$207,389",2007
28,30,25,Marty Roth,Roth Racing,Dallara/Honda,Accident,148,0,"$216,305",2007
29,33,31,Phil Giebler,Ethos Fuel Reformulator,Panoz/Honda,Accident,106,0,"$230,305",2007
30,24,33,John Andretti,Camping World Panther,Dallara/Honda,Accident,95,0,"$204,305",2007
31,29,23,Milka Duno,CITGO Racing,Dallara/Honda,Accident,65,0,"$213,555",2007
32,27,19,Jon Herb,Racing Professionals,Dallara/Honda,Accident,51,0,"$193,305",2007
33,31,77,Roberto Moreno,Chastain Motorsports Z-Line Designs Miller Eads,Panoz/Honda,Accident,36,0,"$224,805",2007
1,1,9,Scott Dixon,Target Chip Ganassi Racing,Dallara/Honda,143.567,200,115,"$2,988,065",2008
2,8,4,Vitor Meira,Delphi National Guard,Dallara/Honda,143.547,200,12,"$1,273,215",2008
3,7,26,Marco Andretti,Team Indiana Jones presented by Blockbuster,Dallara/Honda,143.541,200,15,"$782,065",2008
4,4,3,Helio Castroneves,Team Penske,Dallara/Honda,143.496,200,0,"$482,815",2008
5,10,20,Ed Carpenter,Menards/ Vision Racing,Dallara/Honda,143.492,200,3,"$399,665",2008
6,20,17,Ryan Hunter-Reay,Rahal Letterman Racing Team Ethanol,Dallara/Honda,143.487,200,0,"$328,065",2008
7,9,27,Hideki Mutoh,Formula Dream,Dallara/Honda,143.477,200,0,"$307,115",2008
8,17,15,Buddy Rice,Dreyer & Reinbold Racing,Dallara/Honda,143.466,200,8,"$311,415",2008
9,14,14,Darren Manning, ABC Supply Co./AJ Foyt Racing,Dallara/Honda,143.462,200,0,"$301,815",2008
10,12,99,Townsend Bell,Dreyer & Reinbold William Rast Racing,Dallara/Honda,143.459,200,0,"$275,315",2008
11,25,5,Oriol Servia,Angie’s List Special,Dallara/Honda,143.31,200,0,"$302,065",2008
12,2,10,Dan Wheldon,Target Chip Ganassi Racing,Dallara/Honda,143.215,200,30,"$366,815",2008
13,23,8,Will Power,Aussie Vineyard-Team Australia,Dallara/Honda,143.206,200,0,"$300,565",2008
14,18,22,Davey Hamilton,Hewlett-Packard/KR Vision Racing,Dallara/Honda,143.202,200,0,"$270,315",2008
15,29,36,Enrique Bernoldi,Sangari Conquest Racing,Dallara/Honda,143.201,200,0,"$300,565",2008
16,21,24,John Andretti,Roth Racing,Dallara/Honda,Running,199,0,"$300,315",2008
17,32,91,Buddy Lazier,Hemelgarn Johnson,Dallara/Honda,Running,195,0,"$327,015",2008
18,28,19,Mario Moraes,Sonny's Bar-B-Q,Dallara/Honda,Running,194,3,"$303,415",2008
19,27,23,Milka Duno,CITGO / Dreyer & Reinbold Racing,Dallara/Honda,Running,185,0,"$300,315",2008
20,15,18,Bruno Junqueira,Z-Line Designs,Dallara/Honda,Running,184,2,"$301,215",2008
21,31,2,A.J. Foyt IV,Lilly Diabetes/Vision Racing,Dallara/Honda,Running,180,0,"$311,815",2008
22,5,7,Danica Patrick,Motorola,Dallara/Honda,Contact,171,0,"$301,915",2008
23,3,6,Ryan Briscoe,Team Penske,Dallara/Honda,Contact,171,0,"$312,315",2008
24,11,12,Tomas Scheckter,Symantec Luczo Dragon Racing,Dallara/Honda,Mechanical,156,0,"$270,315",2008
25,19,16,Alex Lloyd, Rahal Letterman with Chip Ganassi,Dallara/Honda,Contact,151,0,"$272,065",2008
26,26,33,E.J. Viso,PDVSA HVM Racing,Dallara/Honda,Mechanical,139,0,"$301,565",2008
27,16,2,Justin Wilson,McDonald's Racing Team,Dallara/Honda,Contact,132,0,"$302,065",2008
28,24,41,Jeff Simmons,ABC Supply/Foyt Racing,Dallara/Honda,Contact,112,0,"$270,000",2008
29,6,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,Contact,105,12,"$331,215",2008
30,22,67,Sarah Fisher,Sarah Fisher Racing,Dallara/Honda,Contact,103,0,"$277,215",2008
31,30,34,Jaime Camara,Sangari,Dallara/Honda,Contact,79,0,"$300,565",2008
32,33,25,Marty Roth,Roth Racing,Dallara/Honda,Contact,59,0,"$300,315",2008
33,13,6,Graham Rahal,Hole in the Wall Camps,Dallara/Honda,Contact,36,0,"$312,065",2008
1,1,3,Helio Castroneves,Team Penske,Dallara/Honda,150.318,200,66,"$3,048,005",2009
2,18,4,Dan Wheldon,National Guard Panther Racing,Dallara/Honda,150.293,200,0,"$1,258,805",2009
3,10,7,Danica Patrick,Boost Mobile/Motorola,Dallara/Honda,150.288,200,0,"$763,305",2009
4,24,8,Townsend Bell,Herbalife-KV Racing Technology,Dallara/Honda,150.284,200,0,"$445,305",2009
5,9,12,Will Power,Team Verizon Wireless,Dallara/Honda,150.272,200,0,"$345,305",2009
6,5,9,Scott Dixon,Target Chip Ganassi Racing,Dallara/Honda,150.264,200,73,"$374,155",2009
7,3,10,Dario Franchitti,Target Chip Ganassi Racing,Dallara/Honda,150.256,200,50,"$386,305",2009
8,17,20,Ed Carpenter,Menards/Vision Racing,Dallara/Honda,150.249,200,0,"$302,805",2009
9,13,15,Paul Tracy,GEICO/KV Racing Technology,Dallara/Honda,150.236,200,0,"$271,805",2009
10,16,27,Hideki Mutoh,Formula Dream,Dallara/Honda,150.226,200,0,"$301,805",2009
11,33,36,Alex Tagliani,All Sport Conquest Racing,Dallara/Honda,150.186,200,0,"$295,305",2009
12,26,19,Tomas Scheckter,MONA-VIE,Dallara/Honda,150.18,200,0,"$280,305",2009
13,11,99,Alex Lloyd,HER CGR/SSM Racing,Dallara/Honda,150.177,200,0,"$270,305",2009
14,20,16,Scott Sharp,Tequila Patrón Panther Racing,Dallara/Honda,150.174,200,0,"$270,305",2009
15,2,6,Ryan Briscoe,Team Penske,Dallara/Honda,150.159,200,11,"$349,755",2009
16,19,41,A.J. Foyt IV,ABC Supply/Foyt-Greer Racing,Dallara/Honda,150.123,200,0,"$271,805",2009
17,21,67,Sarah Fisher,Dollar General/Sarah Fisher Racing,Dallara/Honda,150.117,200,0,"$270,305",2009
18,27,24,Mike Conway,Dreyer & Reinbold Racing,Dallara/Honda,150.113,200,0,"$300,555",2009
19,28,43,John Andretti,Window World,Dallara/Honda,150.091,200,0,"$276,805",2009
20,30,23,Milka Duno,CITGO/Dreyer & Reinbold Racing,Dallara/Honda,Running,199,0,"$301,805",2009
21,14,14,Vitor Meira,ABC Supply Co. AJ Foyt Racing,Dallara/Honda,Contact,173,0,"$300,305",2009
22,12,2,Raphael Matos,US Air Force Luczo Dragon,Dallara/Honda,Contact,173,0,"$308,305",2009
23,15,18,Justin Wilson,Z-Line Designs,Dallara/Honda,Contact,160,0,"$300,305",2009
24,29,13,E.J. Viso,PDVSA HVM Racing,Dallara/Honda,Mechanical,139,0,"$300,305",2009
25,31,0,Nelson Philippe,i drive green HVM Racing,Dallara/Honda,Contact,130,0,"$270,555",2009
26,25,17,Oriol Servia,The Rahal Letterman DAFCA Special,Dallara/Honda,Mechanical,98,0,"$271,805",2009
27,6,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,Contact,97,0,"$303,305",2009
28,23,6,Robert Doornbos,Newman/Haas/Lanigan Racing,Dallara/Honda,Contact,85,0,"$305,555",2009
29,22,44,Davey Hamilton,Hewlett Packard,Dallara/Honda,Contact,79,0,"$271,805",2009
30,8,26,Marco Andretti,Team Venom Energy,Dallara/Honda,Handling,56,0,"$315,305",2009
31,4,2,Graham Rahal,McDonald's Racing Team,Dallara/Honda,Contact,55,0,"$305,805",2009
32,32,21,Ryan Hunter-Reay,IZOD/WilliamRast/Vision Racing,Dallara/Honda,Contact,19,0,"$353,305",2009
33,7,5,Mario Moraes,Azul Tequila-Votorantim-KV Racing,Dallara/Honda,Contact,0,0,"$301,805",2009
1,3,10,Dario Franchitti,Target Chip Ganassi Racing,Dallara/Honda,161.623,200,155,"$2,752,055",2010
2,18,4,Dan Wheldon,National Guard Panther Racing,Dallara/Honda,161.621,200,0,"$1,010,805",2010
3,16,26,Marco Andretti,Team Venom Energy,Dallara/Honda,161.319,200,1,"$631,505",2010
4,26,19,Alex Lloyd,Boy Scouts of America,Dallara/Honda,161.319,200,0,"$425,305",2010
5,6,9,Scott Dixon,Target Chip Ganassi Racing,Dallara/Honda,161.312,200,0,"$377,805",2010
6,23,7,Danica Patrick,Team GoDaddy.com,Dallara/Honda,161.308,200,0,"$307,305",2010
7,11,22,Justin Wilson,Team Z-Line Designs/DRR,Dallara/Honda,161.247,200,11,"$312,255",2010
8,2,12,Will Power,Verizon Team Penske,Dallara/Honda,161.185,200,5,"$385,805",2010
9,1,3,Helio Castroneves,Team Penske,Dallara/Honda,161.146,200,3,"$545,655",2010
10,5,77,Alex Tagliani,Bowers & Wilkins/Honda Edmonton Indy,Dallara/Honda,161.128,200,0,"$302,805",2010
11,33,11,Tony Kanaan,Team 7-Eleven,Dallara/Honda,160.763,200,0,"$328,555",2010
12,7,30,Graham Rahal,The Quick Trim/RLR Special,Dallara/Honda,160.758,200,0,"$251,805",2010
13,27,34,Mario Romancini,Conquest Racing,Dallara/Honda,160.733,200,0,"$305,555",2010
14,22,78,Simona de Silvestro,Team Stargate Worlds/HVM,Dallara/Honda,160.733,200,0,"$327,055",2010
15,20,23,Tomas Scheckter,MonaVie/DRR,Dallara/Honda,Running,199,5,"$262,555",2010
16,10,99,Townsend Bell,Herbalife Ganassi/Schmidt Team,Dallara/Honda,Running,199,0,"$251,805",2010
17,8,20,Ed Carpenter,Panther/Vision/Fuzzy's Vodka,Dallara/Honda,Running,199,0,"$250,305",2010
18,17,37,Ryan Hunter-Reay,Team IZOD,Dallara/Honda,Contact,198,0,"$302,305",2010
